33.53441,132.06976,36.95715,137.71968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-63.939991,-9.600596428,64.58518219,827.7912598,58.8582077,11.33893967,251.021759,816.2406616,-140.2010193,-648.2423706,-1355.709595,-329.9116516,289.4319153,-64.26776886,-1896.047729,-2073.489746,-2047.977783,-1849.041016,-3416.545166,-3963.569092
-51.86230087,-58.4715538,31.93815804,665.687561,834.4672852,394.6921082,521.736084,886.6171265,253.4829254,-98.24467468,-118.4054413,-0.043529287,650.5182495,339.3864136,-1730.082642,-2030.251831,-2013.246948,-1988.714233,-2536.752197,-2792.207275
0,0.003465181,0,1038.193359,291.6896667,858.0354614,655.3652344,605.7619019,682.604187,-39.48880768,-6.008489609,292.740387,963.8095093,375.6241455,-162.1030273,-1658.995117,-1259.392578,-1957.706177,-1155.228027,-2012.462769
81.79072571,-14.02432251,-37.32717896,58.04177475,-27.94550896,-23.46681595,494.9737549,98.54644775,7.497585297,-39.06473923,-47.21401978,484.2963257,1145.29895,946.7903442,0,-420.2707825,-659.2623291,-1605.516479,-1525.725342,-846.7522583
263.3025208,0,706.9152832,-0.12439888,-10.15745735,-0.848226249,21.89105034,42.2712326,-13.26106453,33.56598663,-17.08384323,31.62179565,583.9961548,1507.690308,520.7249756,0,10.11015892,-402.8304138,-1034.353394,-1024.789551
674.8282471,233.7220001,367.2900696,12.46876049,0.908787906,-8.072229385,-1.660907745,-21.25755692,-37.4482193,-32.06514359,-43.72410965,9.590511322,396.2168274,390.4625244,496.1876831,46.59532547,113.7005234,-48.44123077,-193.2424316,-832.883728
495.2955017,609.0169067,448.2774353,425.1087646,140.434494,28.51867676,9.543100357,2.918059349,-11.62198734,-26,-13.93369961,-15.46362591,74.68749237,478.0250854,499.1456604,1.156595707,-30.85707664,72.22013092,-31.93061829,-61.64592743
411.5266113,887.3410034,441.079071,279.0510864,487.1260376,348.6344604,237.4259186,22.06907654,116.696434,19.2021656,78.89492798,93.01847839,34.98816299,404.9110718,259.4423523,32.40847015,-9.247646332,27.02580452,8.292449951,66.23703766
-96.954422,201.1387329,224.4919586,655.0692749,834.7402344,463.2203979,321.0212402,141.7779541,158.9631348,193.0198059,225.2397308,376.9919128,337.9344177,127.932251,201.5816345,109.1579971,4.379750729,17.86541367,580.1205444,567.5653076
-140.3912506,-14.43603611,415.2503967,278.3640137,374.9812317,707.7330933,456.4030762,682.8253784,347.36203,532.5921631,90.86548615,328.6836853,261.6184998,88.2241745,117.8657837,142.3321228,4.153068542,136.2077942,775.6691284,725.7796021
-149.7386475,-138.9963531,6.967828751,111.20961,93.20127106,743.2258911,413.1151123,192.1358337,763.7750854,186.5739746,99.80718231,110.2319031,534.2801514,480.1053467,81,159.6063843,17.31522369,98.2035141,721.2805176,1035.447266
-163.5984192,-168.602356,-118.2134705,88.99521637,0.36010325,28.89042282,-4.487557411,0.473388761,249.8404236,65.34455872,318.4205627,1.053081036,0.009318548,537.9442139,360.2591858,176.3150482,69.61816406,255.9741821,354.6065063,1155.947632
-232.1358948,-209.1531067,-147.4979095,-90.03388214,-63.18330383,-72.06628418,-103.5993576,-169.1978607,-122.7312546,-56.96230698,25.00196266,-61.9704895,-98.85192871,-32.37491226,791.753479,748.1243896,635.4231567,389.4627991,563.7280884,1185.148193
-407.1711426,-314.4209595,-180.1795197,-104.0677719,-78.069664,-154.2323914,-206.707428,-312.0431519,-266.5705566,-230.9229126,-227.3393402,-161.8057404,-243.4909668,-102.8308716,79.91233826,977.5855713,713.5480347,762.7176514,1915.095215,1192.897827
-1059.985107,-951.9963379,-203.2723694,-0.001082023,-135.1134796,-176.224762,-211.3679657,-588.6147461,-741.9141235,-289.307251,-280.2418213,-301.1932983,-281.7455444,-173.2556458,10.79760838,461.6253357,1115.254395,1125.334839,1189.272949,1621.888306
-1479.932861,-1161.137085,-345.8305969,-157.745285,159.15242,-153.6662598,-250.2303009,-1028.831665,-1141.19812,-764.9511108,-336.5310364,-373.3665466,-489.2035522,-187.329483,36.04338455,420.1664429,1238.114624,632.6289673,1199.68457,1549.370117
-1594.787842,-1314.416016,-561.7424316,-170.4798126,-190.3069763,-207.1537628,-467.7655029,-1085.426636,-1290.210815,-1195.774292,-570.7919312,-563.355835,-616.1864624,-173.8908234,-72.31845856,40.91981506,672.102478,1396.917114,1516.183105,2324.99585
-1708.326172,-1366.786865,-896.8852539,-195.2550507,-217.0469666,-724.0938721,-936.9634399,-734.5202637,-1272.434082,-1478.008911,-1632.99585,-909.2229004,-815.9962158,-329.1124268,-214.7358398,-32.39380646,134.7608643,125.7650528,738.5193481,2091.682861
-1768.92041,-1466.55957,-370.6417847,-222.100708,-271.8155212,-1102.141846,-1347.271362,-1051.770264,-361.7542419,-850.9747314,-1733.094238,-1443.013916,-1040.209839,-428.2639465,-274.7728577,-69.34436798,428.2302246,6.453020096,41.06132507,1989.727783
-1654.666992,-1396.420532,-537.4216309,-277.809967,-452.4005432,-774.0272827,-1587.34082,-1958.175781,-1558.54895,-680.5926514,-1446.355347,-1733.468384,-1354.510254,-509.4117432,-297.5566711,-105.0035934,116.1085815,-724.3417358,-366.6635437,943.0542603
